NeuroMorpho.Org.ID,Neuron.Name,Archive.Name,Species.Name,Strain,Structural.Domains,Physical.Integrity,Morphological.Attributes,Min.Age,Max.Age,Gender,Min.Weight,Max.Weight,Development,Primary.Brain.Region,Secondary.Brain.Region,Tertiary.Brain.Region,Primary.Cell.Class,Secondary.Cell.Class,Tertiary.Cell.Class,Original.Format,Experiment.Protocol,Experimental.Condition,Staining.Method,Slicing.Direction,Slice.Thickness,Tissue.Shrinkage,Objective.Type,Magnification,Reconstruction.Method,Date.of.Deposition,Date.of.Upload,Soma.Surface,Number.of.Stems,Number.of.Bifurcations,Number.of.Branches,Overall.Width,Overall.Height,Overall.Depth,Average.Diameter,Total.Length,Total.Surface,Total.Volume,Max.Euclidean.Distance,Max.Path.Distance,Max.Branch.Order,Average.Contraction,Total.Fragmentation,Partition.Asymmetry,Average.Rall.s.Ratio,Average.Bifurcation.Angle.Local,Average.Bifurcation.Angle.Remote,Fractal.Dimension,Soma_Surface,N_stems,N_bifs,N_branch,N_tips,Width,Height,Depth,Type,Diameter,Diameter_pow,Length,Surface,SectionArea,Volume,EucDistance,PathDistance,Branch_Order,Terminal_degree,TerminalSegment,Taper_1,Taper_2,Branch_pathlength,Contraction,Fragmentation,Daughter_Ratio,Parent_Daughter_Ratio,Partition_asymmetry,Rall_Power,Pk,Pk_classic,Pk_2,Bif_ampl_local,Bif_ampl_remote,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,Last_parent_diam,Diam_threshold,HillmanThreshold,Helix,Fractal_Dim,Gstat.total.cable.length,gstats.maximum.path.length,gstats.number.of.branch.points,gstats.mpeucl,gstats.maximum.branch.order,Gstats.mean.branch.angle,Gstats.mean.branch.length,gstats.mplen,gstats.mbo,gstats.field.height,gstats.field.depth,gstats.chullx,gstats.chully,gstats.chullz,Sholl.1,Sholl.2,Sholl.2c,Sholl.3,Sholl.4,Sholl.5,Sholl.6,Sholl.7,Sholl.8,Sholl.9,Sholl.10,Sholl.11,Sholl.12,Sholl.13,Sholl.14,Sholl.15,Sholl.16,Sholl.17,Sholl.18,Sholl.19,Sholl.20,Sholl.21,Sholl.22,Sholl.23,Sholl.24,Sholl.25,Sholl.26,Sholl.27,Sholl.28,Sholl.29,Sholl.30,Sholl.31,Sholl.32,Sholl.33,Sholl.34,Sholl.35,Sholl.36,Sholl.37,Sholl.38,Sholl.39,Sholl.40,Sholl.41,Sholl.42,Sholl.43,Sholl.44,Sholl.45,Sholl.46,Sholl.47,Sholl.48,Sholl.49,Sholl.50
NMO_37348,MTC080301D-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 4,interneuron,Martinotti,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,815.68,4,231,466,680.96,757.07,163.02,0.26,24253.4,18285.7,2406.64,672.58,1016.21,22,0.84,16025,0.55,1.81,88.54,79.45,1.05,815.682,4,232,468,237,689.79,757.04,132.16,35246,4225.94,3016.86,24269.5,19101.4,2248.47,5694.39,3292470,6025590,144810,75177,8780,4.41997,37.1996,24267.2,391.213,16028,283.588,426.648,127.483,32.195,423.586,420.107,418.603,20452.8,18352.5,24153.7,24448.7,19760,20381.2,19.03,82.3354,100.377,-10,455.393,24269.53,1016.208,232,0.5583,23,1.552197,51.85798,375.9416,10.51173,0.9112677,4.678278,44.00617,-98.47922,29.25537,1,4,4,12,20,28,37,49,58,71,66,70,77,66,60,63,51,44,32,29,25,22,17,17,16,15,12,11,9,7,6,5,6,5,7,5,8,10,14,13,8,8,11,5,8,6,5,5,4,3,0
NMO_37699,MTC080800C-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,double bouquet,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,467.42,4,75,154,131.84,629.09,65.41,0.45,6026.93,7371.83,1195.82,620.14,701.2,12,0.85,4744,0.52,1.8,97.81,86.03,1.05,467.416,4,76,156,81,91.13,629.09,65.43,12522,2180.08,1833.05,6039.12,7839.25,1395,2622.03,881278,1255290,19969,19770,2276,1.02071,17.7644,6038.32,132.663,4747,92.3017,139.446,40.0781,16.845,137.491,137.004,137.04,7336,6451.98,7307.52,7216.4,6205.23,6622.89,8.36,44.68,47.43,-2.49,141.19,6039.123,701.1955,76,0.5753908,13,1.726038,38.71232,264.4387,6.624204,0.174349,1.997153,2.440164,157.8244,-13.96973,1,4,4,7,12,21,19,12,20,17,17,15,13,13,12,16,15,12,12,10,9,11,12,10,8,10,7,9,4,3,6,2,2,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0
NMO_37755,MTC090800B-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,735.23,9,232,473,535.89,416.36,110.31,0.2,28867.6,19234.4,2505.93,519.88,1183.29,22,0.75,31289,0.55,1.85,93.63,68.28,1.05,735.228,9,233,475,243,422.15,416.21,147.73,65904,6338.67,3678.65,28882.9,19969.7,2275.77,5318.36,4016110,11186100,294470,100090,20741,6.20798,30.8921,28880.5,354.752,31292,302.112,438.135,129.325,24.505,433.262,430.251,426.197,21722.1,15839.8,23235.4,27168.8,18676.8,18509.1,18.05,85.162,111.359,27.97,485.298,28882.92,1183.286,233,0.4229535,23,1.640616,60.80615,357.4752,10.09874,0.8106748,3.951208,12.92269,-29.68579,-29.19008,1,10,10,26,61,83,78,88,98,99,86,92,99,92,87,79,79,76,70,67,55,40,29,26,23,13,12,14,13,12,11,7,7,5,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0
NMO_37578,MTC100300A-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 4,interneuron,basket,Nest,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,865.19,4,244,492,367.72,458.15,71.1,0.18,20014.2,9720.37,649.66,404.71,633.74,16,0.89,4312,0.53,1.95,81.97,71.07,1.04,865.186,4,245,494,250,367.72,458.15,71.11,9527,823.992,603.763,20030.8,10585.6,621.35,4240.32,438015,1025250,31815,19280,2582,3.50265,17.1795,20028.4,441.121,4315,256.596,481.283,129.933,11.655,477.688,478.777,477.353,20001.2,17341.2,25366.4,27908.5,21030,20765.3,10.46,66.6313,67.7263,2.74,362.038,20030.78,633.7412,245,0.41198,17,1.437665,40.54813,237.6011,8.981818,0.707701,4.524377,14.36113,23.06261,21.44673,1,9,9,15,33,55,72,89,99,108,99,109,98,91,90,79,72,69,57,48,45,46,41,43,41,28,24,21,16,15,13,10,9,7,6,7,5,5,4,4,5,3,3,3,2,1,1,1,1,1,0
NMO_37714,MTC110300B-B1-2-NBC-IDD,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,872.81,8,302,612,375.26,718.17,157.83,0.17,28529,13621.2,966.15,673.94,1063.02,23,0.87,6609,0.52,1.94,82.56,71.99,1.04,872.808,8,303,614,312,553.86,718.16,119.09,14267,1157.58,772.379,28545.7,14494,713.161,4604.65,850302,2171600,58035,31292,4292,5.23539,25.2442,28542.5,536.031,6612,312.868,590.75,157.636,26.05,588.615,588.641,591.579,24933.3,21740.8,31148.3,35060,27039.3,26836.7,17.13,78.4098,83.2248,4.4,496.209,28545.69,1063.02,303,0.3944215,24,1.446568,46.49134,328.4333,10.23089,0.7698376,3.407391,-5.665566,-4.739936,15.61021,1,12,12,47,71,98,124,131,141,115,113,108,95,72,52,36,34,21,16,12,6,4,4,4,4,4,4,5,3,5,6,6,5,4,5,6,5,5,3,3,3,3,3,4,2,2,2,2,2,2,0
NMO_37669,MTC110800C-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 4,Not reported,Not reported,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,731.61,8,18,44,272.99,409.67,59.07,0.35,3703.69,4194.9,533.26,379.44,424.93,5,0.85,3352,0.46,0.82,87.11,62.2,1.02,731.606,8,19,46,28,272.33,409.67,59.07,9835,1232.17,962.904,3718.95,4926.51,802.841,3325.5,427506,496758,4745,4691,2509,4.57257,24.1173,3718.72,39.4567,3355,31.3158,21.3648,9.33333,16.245,19.8391,16.7614,14.1175,1568.01,1119.65,2016.77,2186.56,1723.82,1611.02,5.9,38.4527,43.4227,-2.92,43.9384,3718.947,424.9342,19,0.8231061,6,1.605714,80.84667,148.065,2.510638,0.701344,5.513462,-27.37241,87.98656,1.930885,1,8,8,10,14,13,15,14,13,14,16,16,14,15,16,15,12,11,10,10,9,9,10,10,9,9,8,8,9,9,6,6,6,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0
NMO_37747,MTC120501B-IDC,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,688.21,8,60,128,804.04,955.14,151.16,0.41,9612.83,11348.8,2244.7,971.26,1252.21,12,0.8,8029,0.5,1.51,82.45,68.78,1.04,688.213,8,61,130,70,944.97,955.13,151.1,22256,3299.54,2852.01,9627.62,12037,2352.18,4793.03,1571920,2418150,45019,17876,5631,5.31513,34.8048,9627,104.05,8032,79.2028,98.5039,30.7456,33.545,92.997,92.6713,90.1989,4946.92,4126.98,6104.39,7319.54,5244.31,5224.21,12.63,54.1626,69.6432,4.98,126.568,9627.62,1252.207,61,0.6476086,13,1.466913,74.05861,301.0651,5.480916,1.081774,7.228506,-27.83386,-70.35062,-14.05355,1,13,13,26,29,28,20,17,21,18,16,12,14,10,7,5,3,3,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0
NMO_37779,MTC121100B-IDH,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Small,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,746.71,11,105,221,441.94,488.9,50.25,0.23,7547.74,6071.26,1035.47,718.61,1068.59,17,0.82,7128,0.56,1.72,87.89,72.82,1.05,746.708,11,106,223,118,315.36,488.17,50.25,15328,1718.37,1283.72,7563.15,6817.97,1120.46,3913.79,679295,1840550,54754,23868,4913,6.96592,27.468,7562,183.166,7131,133.01,187.811,60.0886,13.06,189.789,182.096,179.565,9228.45,7645.85,11206.4,11855.9,8240.94,8960.15,8.78,60.3374,102.684,1.18,220.689,7563.151,1068.592,106,0.4163176,18,1.549136,33.91547,258.105,7.816964,0.6241366,9.300555,26.03442,15.55139,-5.463985,1,18,18,49,49,55,45,31,29,18,7,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_37580,MTC130201A-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 4,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,857.43,8,261,530,425.06,688.44,200.61,0.13,23323,8397.52,680.58,720.99,1095.78,21,0.91,5898,0.6,1.92,81.93,67.16,1.03,857.428,8,262,532,271,425.06,688.44,200.62,12770,817.3,599.189,23339.5,9254.95,637.152,4223.18,1013080,1636870,54707,24111,3967,6.32204,23.5938,23337,482.951,5901,282.897,506.062,158.672,19.32,503.762,501.853,500.067,21383.8,17528.5,28496.3,31691.4,22946,23255.1,9.33,61.7932,83.0399,8.89,416.876,23339.54,1095.783,262,0.6211807,22,1.436485,43.87132,277.3883,10.33771,0.6018351,2.291786,33.05711,-16.69244,33.72939,1,18,18,26,45,48,61,53,62,64,69,71,66,73,70,60,62,48,44,33,30,20,18,15,11,11,11,10,10,7,4,4,4,5,4,4,3,4,3,5,2,2,3,3,2,2,2,2,1,1,0
NMO_37363,MTC130501B-IDC,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 4,interneuron,double bouquet,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,776.72,3,84,171,322.25,1701.48,95.29,0.4,9581.49,10214.5,2643.56,1358.51,1607.21,25,0.89,5884,0.65,1.7,88.17,78.63,1.03,776.721,3,85,173,89,244.16,1701.48,95.3,13467,2413.99,2462.92,9597.21,10991.2,2459.95,5697.25,2171730,3097600,45148,39628,2744,2.20601,15.7406,9596.36,154.143,5887,102.742,148.716,55.5119,8.735,153.01,144.693,142.686,7406.32,6605.26,8589.25,8761.1,7185.31,7716.38,13.23,50.4221,65.5971,-9.05,161.802,9597.209,1607.21,85,0.6570824,26,1.557721,55.47519,526.1767,10.53448,0.2114227,3.751032,4.797797,-241.4565,-5.683559,1,14,14,17,20,18,14,12,11,11,6,7,7,6,7,11,4,5,5,5,8,4,3,4,4,4,5,4,4,6,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,4,0
NMO_37743,MTC140201B-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,1066.98,11,245,501,406.56,522.23,117.56,0.12,21188.8,7685.55,624.81,489.02,680.85,18,0.88,5892,0.46,1.93,80.92,68.62,1.04,1066.98,11,246,503,258,406.36,522.23,117.57,12627,774.722,592.956,21207.2,8752.53,711.214,5542.86,710168,1441210,44943,21419,3587,6.27096,27.956,21204.8,443.835,5895,255.283,479.987,113.91,13.07,477.272,475.902,473.434,19825.7,16812.4,25588.9,29544.1,21229.8,21923.8,10.32,63.2845,93.6754,4.24,413.641,21207.24,680.8544,246,0.4855762,19,1.419371,42.16151,244.4797,8.886905,0.7436207,2.951096,-27.8054,-0.1066599,18.99292,1,14,14,24,43,57,66,75,76,95,83,84,96,87,84,71,65,56,43,37,34,21,20,18,20,17,15,11,10,10,9,9,9,10,9,9,13,6,5,5,4,5,3,3,2,1,1,1,1,1,0
NMO_37319,MTC141200C-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 6,interneuron,pyramidal,bipolar,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,872.94,7,63,133,1129.28,1484.11,199.26,0.4,15989.9,17880.1,3363.59,2094.91,2509.71,8,0.83,11650,0.44,1.45,88.2,56.52,1.04,872.943,7,64,135,72,1500.55,1484.13,126.42,33454,4743.49,3979.68,16006.6,18753,3202.37,7003.53,4304790,5887660,50699,22942,7690,8.9316,37.3546,16005.9,112.718,11653,94.8882,98.662,28.888,36.245,94.7081,93.2557,94.2812,5556.68,3560.78,7114.8,8230.68,5151.01,5107.06,15.64,61.5678,74.1628,-10.75,132.818,16006.57,2509.711,64,0.7328979,9,1.564438,118.5672,505.2484,4.698529,0.8576469,7.804414,-183.4823,230.596,33.4224,1,23,23,32,26,18,15,15,16,14,8,7,6,4,4,4,4,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_37694,MTC151100A-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,double bouquet,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,821.89,5,41,87,122.15,1053.09,69.2,0.61,6613.75,10674.1,2417.35,1063.02,1135.4,12,0.86,5000,0.58,1.45,90.63,69.74,1.03,821.894,5,42,89,48,122.13,1051.71,69.21,13617,3120.52,3075.13,6629.92,11496,2707.6,5742.28,1161240,1464810,14700,12973,2876,1.64866,19.9343,6629.49,76.4115,5003,56.1733,66.1864,24.7633,15.815,64.7816,61.4485,58.7599,3715.66,2859.28,4312.6,4634.69,3776.74,3647.63,12.84,48.1236,57.9236,12.25,85.4875,6629.919,1135.403,42,0.7075986,13,1.61886,74.49347,292.786,5.033333,0.1399321,2.012033,14.33146,212.4118,6.351929,1,5,5,8,8,11,17,21,22,20,14,11,10,8,7,7,7,6,7,7,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,0
NMO_37696,MTC151200C-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,1020.81,4,80,164,777.13,716.38,108.27,0.37,14177.6,13583.2,2473.65,606.51,965.99,10,0.83,7927,0.46,1.69,94.69,72.78,1.04,1020.81,4,81,166,86,776.59,716.38,108.27,18605,2951.11,2557.36,14195.7,14604,2229.24,7075.02,1750760,3151750,38921,23211,4913,3.12866,24.2448,14194.8,138.247,7930,98.9784,142.887,37.7812,17.42,140.046,137.42,134.182,7575.51,5822.24,8243.55,9130.98,6399.01,6123.8,10.58,58.9204,66.5704,-7.62,167.589,14195.65,965.9922,81,0.601275,11,1.6711,85.51597,397.4464,6.071856,1.23868,7.395479,-23.99283,102.2875,28.73041,1,4,4,7,10,10,20,15,20,26,28,21,19,33,24,31,30,30,29,27,33,28,23,24,27,22,24,25,15,13,12,13,13,10,10,11,11,9,8,6,4,3,3,1,1,1,1,1,1,1,0
NMO_37758,MTC170501A-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,1248.34,10,179,368,435.36,733.04,102.07,0.24,16948.5,12252.9,1717.78,1036.17,1379.97,28,0.87,12262,0.6,1.87,85.92,67.05,1.03,1248.34,10,180,370,191,435.34,732.8,102.08,26467,3063.14,2317.88,16968.4,13501.3,2033.74,7940.8,2107750,3952040,115858,52000,7562,10.8856,25.0614,16966.6,322.21,12265,195.281,341.847,108.754,14.21,340.46,336.938,334.098,15380.5,12001.5,18872.8,21776.5,14539.6,15396.4,18.46,82.1603,121.395,1.94,348.095,16968.41,1379.967,180,0.4886309,29,1.508793,45.86057,322.2213,9.962264,0.5320297,3.763415,46.18225,112.558,21.84503,1,29,29,54,79,84,63,40,25,20,12,9,5,4,4,5,5,4,4,5,8,7,7,5,4,5,7,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,1,1,1,1,0
NMO_37745,MTC180101B-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,Martinotti,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,1014.2,5,74,153,576.48,754.74,165.8,0.26,8635.82,6628.96,807.32,566.85,1000.85,13,0.89,1658,0.46,1.84,77.29,65.75,1.04,1014.2,5,75,155,81,573.74,754.74,165.8,3889,484.958,517.986,8653.78,7643.16,678.993,5365.15,328220,499076,9067,5756,909,3.31137,14.3078,8653.05,138.005,1661,82.8562,141.229,34.9069,16.69,25.7494,137.812,135.361,5719.72,4865.72,8045.11,9010.32,6367.97,6098.18,6.16,53.5723,72.8284,0.51,112.077,8653.781,1000.854,75,0.6410535,14,1.372926,55.83085,300.4674,6.403846,0.6658644,2.929547,-6.503149,-74.00625,17.68881,1,5,5,12,16,17,26,24,23,27,27,21,21,20,22,18,15,13,12,12,10,11,11,9,9,9,10,10,8,8,7,8,8,8,10,11,10,7,7,6,6,5,6,2,3,1,1,1,1,1,0
NMO_37761,MTC181001A-IDB,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,principal cell,pyramidal,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,908.5,9,61,131,929.73,1070.52,206.96,0.52,13411.1,19297.3,4873.19,1010.61,1319.71,13,0.86,8966,0.41,1.4,80.27,65.28,1.03,908.5,9,62,133,72,929.73,1069.86,206.95,23195,4680.91,4633.61,13428.1,20205.8,4187.23,8736.67,2264850,3238090,45080,17729,6642,6.25538,40.2095,13427.5,115.296,8969,88.3267,96.0713,26.301,31.205,90.3764,87.5436,82.452,4896.21,3982.21,6463.37,7553.6,5550.42,5594.52,24.14,68.0808,89.821,4.51,131.573,13428.15,1319.708,62,0.7449496,14,1.428976,100.9635,361.0309,5.156716,1.059235,6.273799,47.80261,-125.1213,-33.37537,1,18,18,31,30,35,35,27,22,13,15,8,9,9,10,8,7,8,9,9,10,9,7,6,6,5,8,8,7,7,7,7,6,7,5,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0
NMO_37756,MTC190800A-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,basket,Large,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,882.07,10,236,482,748.21,455.62,83.76,0.24,22964.9,16172.4,1979.56,629.06,887.98,18,0.81,27856,0.51,1.88,84.8,63.16,1.03,882.074,10,237,484,248,550.17,455.55,83.77,59866,6625.56,4372.41,22981.6,17054.5,3016.74,5675.25,3739640,7944410,227060,102557,17633,6.00072,26.0198,22979.2,393.799,27859,284.271,450.849,120.89,14.39,451.898,446.022,443.707,20012.1,14905.5,25514.6,29088,18212.7,18456.7,24.63,86.4782,121.002,11.65,485.687,22981.64,887.9827,237,0.4510038,19,1.486998,47.48272,285.165,9.414433,1.677575,8.427452,-17.68544,-8.586791,19.76485,1,16,16,35,48,68,66,80,82,90,90,77,58,47,45,50,39,32,24,23,21,20,17,13,11,9,7,8,4,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0
NMO_37691,MTC191200A-IDA,Markram,rat,Han Wistar,"Dendrites, Soma, Axon","Dendrites Complete, Axon Moderate","No Diameter, 3D, Angles",14,14,Male,Not reported,Not reported,young,neocortex,somatosensory,layer 2-3,interneuron,bitufted,Not reported,Neurolucida.asc,in vitro,Control,biocytin,parasagittal,200,"Reported 10% in xy, 25% in z Corrected (no values given)",water or oil,60x,Neurolucida,2015-03-06,2016-03-04,778.71,5,165,335,608.1,650.91,165.77,0.25,23978.6,16348.2,2058.5,525.52,1569.74,28,0.81,15348,0.54,1.84,85.4,71.87,1.05,778.708,5,166,337,172,546.46,650.91,142.4,32680,3828.81,2711.9,23994.4,17126.9,2079,5125.2,2772330,9336910,145419,95524,7935,2.40359,24.7192,23992.6,273.74,15351,190.02,310.607,89.8612,14.65,310.649,305.859,303.755,14091.1,11858.4,17271.7,18265.4,14859.7,14120.6,12.12,61.7855,76.4069,-2.67,340.917,23994.35,1569.742,166,0.3265598,29,1.50047,71.19985,608.2284,11.8787,0.8648315,3.655911,29.22041,85.9165,43.16061,1,5,5,5,17,19,30,52,47,56,48,50,48,61,49,57,53,44,50,40,50,57,39,39,31,30,31,29,27,29,23,22,22,20,16,15,15,14,18,16,12,10,8,5,4,5,4,3,2,1,0
